observed_at,route_id,source,origin,destination,depart_date,return_date,seats,total_price,currency,carrier,stops,booking_url,fare_notes
2026-08-31T16:52:28Z,dsm-stt-spring,serpapi,DSM,STT,2027-03-14,2027-03-21,6,3327.00,USD,American,2,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTAzLTE0agcIARIDRFNNcgcIARIDU1RUGh4SCjIwMjctMDMtMjFqBwgBEgNTVFRyBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T16:52:28Z,dsm-stt-spring,serpapi,DSM,STT,2027-03-14,2027-03-21,6,3459.00,USD,American,1,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTAzLTE0agcIARIDRFNNcgcIARIDU1RUGh4SCjIwMjctMDMtMjFqBwgBEgNTVFRyBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T16:52:28Z,dsm-stt-spring,serpapi,DSM,STT,2027-03-14,2027-03-21,6,12525.00,USD,Delta,1,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTAzLTE0agcIARIDRFNNcgcIARIDU1RUGh4SCjIwMjctMDMtMjFqBwgBEgNTVFRyBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T16:52:28Z,dsm-stt-spring,serpapi,DSM,STT,2027-03-14,2027-03-21,6,3327.00,USD,American,2,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTAzLTE0agcIARIDRFNNcgcIARIDU1RUGh4SCjIwMjctMDMtMjFqBwgBEgNTVFRyBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T16:52:28Z,dsm-stt-spring,serpapi,DSM,STT,2027-03-14,2027-03-21,6,3603.00,USD,American,2,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTAzLTE0agcIARIDRFNNcgcIARIDU1RUGh4SCjIwMjctMDMtMjFqBwgBEgNTVFRyBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T16:52:28Z,dsm-stt-spring,serpapi,DSM,STT,2027-03-14,2027-03-21,6,5307.00,USD,American,2,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTAzLTE0agcIARIDRFNNcgcIARIDU1RUGh4SCjIwMjctMDMtMjFqBwgBEgNTVFRyBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T16:52:28Z,dsm-stt-spring,serpapi,DSM,STT,2027-03-14,2027-03-21,6,6567.00,USD,American,1,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTAzLTE0agcIARIDRFNNcgcIARIDU1RUGh4SCjIwMjctMDMtMjFqBwgBEgNTVFRyBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T16:52:28Z,dsm-stt-spring,serpapi,DSM,STT,2027-03-14,2027-03-21,6,7725.00,USD,American,1,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTAzLTE0agcIARIDRFNNcgcIARIDU1RUGh4SCjIwMjctMDMtMjFqBwgBEgNTVFRyBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T16:52:28Z,dsm-stt-spring,serpapi,DSM,STT,2027-03-14,2027-03-21,6,9220.00,USD,United,1,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTAzLTE0agcIARIDRFNNcgcIARIDU1RUGh4SCjIwMjctMDMtMjFqBwgBEgNTVFRyBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T16:52:28Z,dsm-stt-spring,serpapi,DSM,STT,2027-03-14,2027-03-21,6,9723.00,USD,Southwest,2,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTAzLTE0agcIARIDRFNNcgcIARIDU1RUGh4SCjIwMjctMDMtMjFqBwgBEgNTVFRyBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T16:52:28Z,dsm-stt-spring,serpapi,DSM,STT,2027-03-14,2027-03-21,6,11703.00,USD,Southwest,2,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTAzLTE0agcIARIDRFNNcgcIARIDU1RUGh4SCjIwMjctMDMtMjFqBwgBEgNTVFRyBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T16:52:28Z,dsm-stt-spring,serpapi,DSM,STT,2027-03-14,2027-03-21,6,20882.00,USD,United,1,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTAzLTE0agcIARIDRFNNcgcIARIDU1RUGh4SCjIwMjctMDMtMjFqBwgBEgNTVFRyBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T16:52:28Z,dsm-stt-spring,serpapi,DSM,STT,2027-03-14,2027-03-21,6,25737.00,USD,United,2,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTAzLTE0agcIARIDRFNNcgcIARIDU1RUGh4SCjIwMjctMDMtMjFqBwgBEgNTVFRyBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T16:52:35Z,dsm-stt-spring,serpapi,DSM,STT,2027-03-14,2027-03-21,1,554.00,USD,American,2,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTAzLTE0agcIARIDRFNNcgcIARIDU1RUGh4SCjIwMjctMDMtMjFqBwgBEgNTVFRyBwgBEgNEU01AAUgBcAGYAQE&tfu=EgIIAQ,
2026-08-31T16:52:35Z,dsm-stt-spring,serpapi,DSM,STT,2027-03-14,2027-03-21,1,576.00,USD,American,1,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTAzLTE0agcIARIDRFNNcgcIARIDU1RUGh4SCjIwMjctMDMtMjFqBwgBEgNTVFRyBwgBEgNEU01AAUgBcAGYAQE&tfu=EgIIAQ,
2026-08-31T16:52:35Z,dsm-stt-spring,serpapi,DSM,STT,2027-03-14,2027-03-21,1,1094.00,USD,American,1,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTAzLTE0agcIARIDRFNNcgcIARIDU1RUGh4SCjIwMjctMDMtMjFqBwgBEgNTVFRyBwgBEgNEU01AAUgBcAGYAQE&tfu=EgIIAQ,
2026-08-31T16:52:35Z,dsm-stt-spring,serpapi,DSM,STT,2027-03-14,2027-03-21,1,554.00,USD,American,2,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTAzLTE0agcIARIDRFNNcgcIARIDU1RUGh4SCjIwMjctMDMtMjFqBwgBEgNTVFRyBwgBEgNEU01AAUgBcAGYAQE&tfu=EgIIAQ,
2026-08-31T16:52:35Z,dsm-stt-spring,serpapi,DSM,STT,2027-03-14,2027-03-21,1,600.00,USD,American,2,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTAzLTE0agcIARIDRFNNcgcIARIDU1RUGh4SCjIwMjctMDMtMjFqBwgBEgNTVFRyBwgBEgNEU01AAUgBcAGYAQE&tfu=EgIIAQ,
2026-08-31T16:52:35Z,dsm-stt-spring,serpapi,DSM,STT,2027-03-14,2027-03-21,1,660.00,USD,American,2,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTAzLTE0agcIARIDRFNNcgcIARIDU1RUGh4SCjIwMjctMDMtMjFqBwgBEgNTVFRyBwgBEgNEU01AAUgBcAGYAQE&tfu=EgIIAQ,
2026-08-31T16:52:35Z,dsm-stt-spring,serpapi,DSM,STT,2027-03-14,2027-03-21,1,752.00,USD,American,2,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTAzLTE0agcIARIDRFNNcgcIARIDU1RUGh4SCjIwMjctMDMtMjFqBwgBEgNTVFRyBwgBEgNEU01AAUgBcAGYAQE&tfu=EgIIAQ,
2026-08-31T16:52:35Z,dsm-stt-spring,serpapi,DSM,STT,2027-03-14,2027-03-21,1,1195.00,USD,American,1,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTAzLTE0agcIARIDRFNNcgcIARIDU1RUGh4SCjIwMjctMDMtMjFqBwgBEgNTVFRyBwgBEgNEU01AAUgBcAGYAQE&tfu=EgIIAQ,
2026-08-31T16:52:35Z,dsm-stt-spring,serpapi,DSM,STT,2027-03-14,2027-03-21,1,1465.00,USD,United,1,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTAzLTE0agcIARIDRFNNcgcIARIDU1RUGh4SCjIwMjctMDMtMjFqBwgBEgNTVFRyBwgBEgNEU01AAUgBcAGYAQE&tfu=EgIIAQ,
2026-08-31T16:52:35Z,dsm-stt-spring,serpapi,DSM,STT,2027-03-14,2027-03-21,1,1620.00,USD,Southwest,2,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTAzLTE0agcIARIDRFNNcgcIARIDU1RUGh4SCjIwMjctMDMtMjFqBwgBEgNTVFRyBwgBEgNEU01AAUgBcAGYAQE&tfu=EgIIAQ,
2026-08-31T16:52:35Z,dsm-stt-spring,serpapi,DSM,STT,2027-03-14,2027-03-21,1,1950.00,USD,Southwest,2,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTAzLTE0agcIARIDRFNNcgcIARIDU1RUGh4SCjIwMjctMDMtMjFqBwgBEgNTVFRyBwgBEgNEU01AAUgBcAGYAQE&tfu=EgIIAQ,
2026-08-31T16:52:35Z,dsm-stt-spring,serpapi,DSM,STT,2027-03-14,2027-03-21,1,2004.00,USD,United,2,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTAzLTE0agcIARIDRFNNcgcIARIDU1RUGh4SCjIwMjctMDMtMjFqBwgBEgNTVFRyBwgBEgNEU01AAUgBcAGYAQE&tfu=EgIIAQ,
2026-08-31T16:52:35Z,dsm-stt-spring,serpapi,DSM,STT,2027-03-14,2027-03-21,1,2087.00,USD,Delta,1,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTAzLTE0agcIARIDRFNNcgcIARIDU1RUGh4SCjIwMjctMDMtMjFqBwgBEgNTVFRyBwgBEgNEU01AAUgBcAGYAQE&tfu=EgIIAQ,
2026-08-31T16:52:35Z,dsm-stt-spring,serpapi,DSM,STT,2027-03-14,2027-03-21,1,2241.00,USD,Delta,2,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTAzLTE0agcIARIDRFNNcgcIARIDU1RUGh4SCjIwMjctMDMtMjFqBwgBEgNTVFRyBwgBEgNEU01AAUgBcAGYAQE&tfu=EgIIAQ,
2026-08-31T17:00:45Z,dsm-den-flex,serpapi,DSM,DEN,2027-06-01,2027-06-08,6,1769.00,USD,United,0,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTA2LTAxagcIARIDRFNNcgcIARIDREVOGh4SCjIwMjctMDYtMDhqBwgBEgNERU5yBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T17:00:45Z,dsm-den-flex,serpapi,DSM,DEN,2027-06-01,2027-06-08,6,1769.00,USD,United,0,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTA2LTAxagcIARIDRFNNcgcIARIDREVOGh4SCjIwMjctMDYtMDhqBwgBEgNERU5yBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T17:00:45Z,dsm-den-flex,serpapi,DSM,DEN,2027-06-01,2027-06-08,6,1853.00,USD,United,0,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTA2LTAxagcIARIDRFNNcgcIARIDREVOGh4SCjIwMjctMDYtMDhqBwgBEgNERU5yBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T17:00:45Z,dsm-den-flex,serpapi,DSM,DEN,2027-06-01,2027-06-08,6,1853.00,USD,United,0,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTA2LTAxagcIARIDRFNNcgcIARIDREVOGh4SCjIwMjctMDYtMDhqBwgBEgNERU5yBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T17:00:45Z,dsm-den-flex,serpapi,DSM,DEN,2027-06-01,2027-06-08,6,2007.00,USD,American,1,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTA2LTAxagcIARIDRFNNcgcIARIDREVOGh4SCjIwMjctMDYtMDhqBwgBEgNERU5yBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T17:00:45Z,dsm-den-flex,serpapi,DSM,DEN,2027-06-01,2027-06-08,6,2049.00,USD,Delta,1,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTA2LTAxagcIARIDRFNNcgcIARIDREVOGh4SCjIwMjctMDYtMDhqBwgBEgNERU5yBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T17:00:45Z,dsm-den-flex,serpapi,DSM,DEN,2027-06-01,2027-06-08,6,2346.00,USD,United,1,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTA2LTAxagcIARIDRFNNcgcIARIDREVOGh4SCjIwMjctMDYtMDhqBwgBEgNERU5yBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T17:00:45Z,dsm-den-flex,serpapi,DSM,DEN,2027-06-01,2027-06-08,6,2493.00,USD,American,1,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTA2LTAxagcIARIDRFNNcgcIARIDREVOGh4SCjIwMjctMDYtMDhqBwgBEgNERU5yBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T17:00:45Z,dsm-den-flex,serpapi,DSM,DEN,2027-06-01,2027-06-08,6,3069.00,USD,American,1,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTA2LTAxagcIARIDRFNNcgcIARIDREVOGh4SCjIwMjctMDYtMDhqBwgBEgNERU5yBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T17:00:48Z,dsm-den-flex,serpapi,DSM,DEN,2027-06-11,2027-06-18,6,1853.00,USD,United,0,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTA2LTExagcIARIDRFNNcgcIARIDREVOGh4SCjIwMjctMDYtMThqBwgBEgNERU5yBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T17:00:48Z,dsm-den-flex,serpapi,DSM,DEN,2027-06-11,2027-06-18,6,2047.00,USD,United,0,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTA2LTExagcIARIDRFNNcgcIARIDREVOGh4SCjIwMjctMDYtMThqBwgBEgNERU5yBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T17:00:48Z,dsm-den-flex,serpapi,DSM,DEN,2027-06-11,2027-06-18,6,2060.00,USD,United,0,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTA2LTExagcIARIDRFNNcgcIARIDREVOGh4SCjIwMjctMDYtMThqBwgBEgNERU5yBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T17:00:48Z,dsm-den-flex,serpapi,DSM,DEN,2027-06-11,2027-06-18,6,2326.00,USD,United,0,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTA2LTExagcIARIDRFNNcgcIARIDREVOGh4SCjIwMjctMDYtMThqBwgBEgNERU5yBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T17:00:48Z,dsm-den-flex,serpapi,DSM,DEN,2027-06-11,2027-06-18,6,2049.00,USD,Delta,1,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTA2LTExagcIARIDRFNNcgcIARIDREVOGh4SCjIwMjctMDYtMThqBwgBEgNERU5yBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T17:00:48Z,dsm-den-flex,serpapi,DSM,DEN,2027-06-11,2027-06-18,6,3015.00,USD,American,1,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTA2LTExagcIARIDRFNNcgcIARIDREVOGh4SCjIwMjctMDYtMThqBwgBEgNERU5yBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T17:00:48Z,dsm-den-flex,serpapi,DSM,DEN,2027-06-11,2027-06-18,6,3597.00,USD,American,1,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTA2LTExagcIARIDRFNNcgcIARIDREVOGh4SCjIwMjctMDYtMThqBwgBEgNERU5yBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T17:00:48Z,dsm-den-flex,serpapi,DSM,DEN,2027-06-11,2027-06-18,6,3881.00,USD,United,1,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTA2LTExagcIARIDRFNNcgcIARIDREVOGh4SCjIwMjctMDYtMThqBwgBEgNERU5yBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T17:01:05Z,dsm-den-flex,serpapi,DSM,DEN,2027-06-21,2027-06-28,6,1887.00,USD,Delta,1,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTA2LTIxagcIARIDRFNNcgcIARIDREVOGh4SCjIwMjctMDYtMjhqBwgBEgNERU5yBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T17:01:05Z,dsm-den-flex,serpapi,DSM,DEN,2027-06-21,2027-06-28,6,1887.00,USD,American,1,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTA2LTIxagcIARIDRFNNcgcIARIDREVOGh4SCjIwMjctMDYtMjhqBwgBEgNERU5yBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T17:01:05Z,dsm-den-flex,serpapi,DSM,DEN,2027-06-21,2027-06-28,6,2047.00,USD,United,0,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTA2LTIxagcIARIDRFNNcgcIARIDREVOGh4SCjIwMjctMDYtMjhqBwgBEgNERU5yBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T17:01:05Z,dsm-den-flex,serpapi,DSM,DEN,2027-06-21,2027-06-28,6,2333.00,USD,United,0,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTA2LTIxagcIARIDRFNNcgcIARIDREVOGh4SCjIwMjctMDYtMjhqBwgBEgNERU5yBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T17:01:05Z,dsm-den-flex,serpapi,DSM,DEN,2027-06-21,2027-06-28,6,2493.00,USD,American,1,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTA2LTIxagcIARIDRFNNcgcIARIDREVOGh4SCjIwMjctMDYtMjhqBwgBEgNERU5yBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T17:01:05Z,dsm-den-flex,serpapi,DSM,DEN,2027-06-21,2027-06-28,6,3283.00,USD,United,1,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTA2LTIxagcIARIDRFNNcgcIARIDREVOGh4SCjIwMjctMDYtMjhqBwgBEgNERU5yBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T17:01:05Z,dsm-den-flex,serpapi,DSM,DEN,2027-06-21,2027-06-28,6,3519.00,USD,American,1,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTA2LTIxagcIARIDRFNNcgcIARIDREVOGh4SCjIwMjctMDYtMjhqBwgBEgNERU5yBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T17:01:05Z,dsm-den-flex,serpapi,DSM,DEN,2027-06-21,2027-06-28,6,3762.00,USD,United,0,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTA2LTIxagcIARIDRFNNcgcIARIDREVOGh4SCjIwMjctMDYtMjhqBwgBEgNERU5yBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T17:01:05Z,dsm-den-flex,serpapi,DSM,DEN,2027-06-21,2027-06-28,6,3762.00,USD,United,0,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTA2LTIxagcIARIDRFNNcgcIARIDREVOGh4SCjIwMjctMDYtMjhqBwgBEgNERU5yBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T17:01:20Z,dsm-den-flex,serpapi,DSM,DEN,2027-06-30,2027-07-07,6,1769.00,USD,United,0,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTA2LTMwagcIARIDRFNNcgcIARIDREVOGh4SCjIwMjctMDctMDdqBwgBEgNERU5yBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T17:01:20Z,dsm-den-flex,serpapi,DSM,DEN,2027-06-30,2027-07-07,6,1769.00,USD,United,0,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTA2LTMwagcIARIDRFNNcgcIARIDREVOGh4SCjIwMjctMDctMDdqBwgBEgNERU5yBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T17:01:20Z,dsm-den-flex,serpapi,DSM,DEN,2027-06-30,2027-07-07,6,1769.00,USD,United,0,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTA2LTMwagcIARIDRFNNcgcIARIDREVOGh4SCjIwMjctMDctMDdqBwgBEgNERU5yBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T17:01:20Z,dsm-den-flex,serpapi,DSM,DEN,2027-06-30,2027-07-07,6,1898.00,USD,United,0,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTA2LTMwagcIARIDRFNNcgcIARIDREVOGh4SCjIwMjctMDctMDdqBwgBEgNERU5yBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T17:01:20Z,dsm-den-flex,serpapi,DSM,DEN,2027-06-30,2027-07-07,6,1887.00,USD,American,1,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTA2LTMwagcIARIDRFNNcgcIARIDREVOGh4SCjIwMjctMDctMDdqBwgBEgNERU5yBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T17:01:20Z,dsm-den-flex,serpapi,DSM,DEN,2027-06-30,2027-07-07,6,1887.00,USD,Delta,1,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTA2LTMwagcIARIDRFNNcgcIARIDREVOGh4SCjIwMjctMDctMDdqBwgBEgNERU5yBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T17:01:20Z,dsm-den-flex,serpapi,DSM,DEN,2027-06-30,2027-07-07,6,1887.00,USD,American,1,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTA2LTMwagcIARIDRFNNcgcIARIDREVOGh4SCjIwMjctMDctMDdqBwgBEgNERU5yBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T17:01:20Z,dsm-den-flex,serpapi,DSM,DEN,2027-06-30,2027-07-07,6,2493.00,USD,American,1,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTA2LTMwagcIARIDRFNNcgcIARIDREVOGh4SCjIwMjctMDctMDdqBwgBEgNERU5yBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T19:34:59Z,dsm-stt-january,serpapi,DSM,STT,2027-01-03,2027-01-10,6,3351.00,USD,American,1,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTAxLTAzagcIARIDRFNNcgcIARIDU1RUGh4SCjIwMjctMDEtMTBqBwgBEgNTVFRyBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
2026-08-31T19:34:59Z,dsm-stt-january,serpapi,DSM,STT,2027-01-03,2027-01-10,6,5487.00,USD,American,1,https://www.google.com/travel/flights?hl=en&gl=us&curr=USD&tfs=CBwQAhoeEgoyMDI3LTAxLTAzagcIARIDRFNNcgcIARIDU1RUGh4SCjIwMjctMDEtMTBqBwgBEgNTVFRyBwgBEgNEU01AAUABQAJAAkACQAJAA0gBcAGYAQE&tfu=EgIIAQ,
